"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.sent_id","Input.relation","Input.term1","Input.b1","Input.e1","Input.term2","Input.b2","Input.e2","Input.sentence","Input.baseline","Input.confidence","Input.sen_len","Answer.Q1","Answer.Q1text","Answer.Q2a","Answer.Q2b","Answer.b1val","Answer.b2val","Answer.e1val","Answer.e2val","Answer.factor1","Answer.factor2","Approve","Reject"
"37NXA7GVSTI3HJCPDDFTPJI1U34VLU","399RPY0FF14SXH8H8D8I83F24IVKMM","Select ALL THE STATEMENTS between the TERMS in the SENTENCE","Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.","relation extraction, text annotation","$0.15","Wed Oct 25 05:10:57 PDT 2017","15","BatchId:2983764;OriginalHitTemplateId:;","600","604800","Wed Nov 01 05:10:57 PDT 2017","","","30BUDKLTXE7A03KCG2FEXAU2KTR5E8","A2SD7GN80U31GW","Approved","Wed Oct 25 06:27:55 PDT 2017","Wed Oct 25 06:28:10 PDT 2017","Wed Nov 01 06:28:10 PDT 2017","Thu Oct 26 01:32:13 PDT 2017","","","15","100% (1434/1434)","100% (252/252)","0% (0/0)","990bc568e9ae83f76923d7433f4182d04f8562a5b147987810fc9318c0d3d3ac:33-34:18-20","org:subsidiaries","Time Warner","33","34","CNN","18","20","Even after becoming public , the company will still be majority owned and controlled by its parent company Time Warner Inc. , the media conglomerate which also owns Warner Bros. , HBO , CNN , and the Time Inc. magazine publisher .","1","0.8","42","org:subsidiaries","org:subsidiaries","media conglomerate which owns","{}","33","18","34","20","TIME WARNER","CNN"
"37NXA7GVSTI3HJCPDDFTPJI1U34VLU","399RPY0FF14SXH8H8D8I83F24IVKMM","Select ALL THE STATEMENTS between the TERMS in the SENTENCE","Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.","relation extraction, text annotation","$0.15","Wed Oct 25 05:10:57 PDT 2017","15","BatchId:2983764;OriginalHitTemplateId:;","600","604800","Wed Nov 01 05:10:57 PDT 2017","","","34Q075JO1YPCLV4Z78EN9VFHFE8010","ARFAW0SGYEMFL","Approved","Wed Oct 25 13:16:56 PDT 2017","Wed Oct 25 13:21:36 PDT 2017","Wed Nov 01 13:21:36 PDT 2017","Thu Oct 26 01:32:13 PDT 2017","","","280","100% (673/673)","100% (150/150)","0% (0/0)","990bc568e9ae83f76923d7433f4182d04f8562a5b147987810fc9318c0d3d3ac:33-34:18-20","org:subsidiaries","Time Warner","33","34","CNN","18","20","Even after becoming public , the company will still be majority owned and controlled by its parent company Time Warner Inc. , the media conglomerate which also owns Warner Bros. , HBO , CNN , and the Time Inc. magazine publisher .","1","0.8","42","org:subsidiaries","org:subsidiaries","which owns","{}","33","18","34","20","TIME WARNER","CNN"
"37NXA7GVSTI3HJCPDDFTPJI1U34VLU","399RPY0FF14SXH8H8D8I83F24IVKMM","Select ALL THE STATEMENTS between the TERMS in the SENTENCE","Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.","relation extraction, text annotation","$0.15","Wed Oct 25 05:10:57 PDT 2017","15","BatchId:2983764;OriginalHitTemplateId:;","600","604800","Wed Nov 01 05:10:57 PDT 2017","","","35USIKEBNSSADDX3EKS2F32BUG6N6Y","A2EEL9YYUHL5SK","Approved","Wed Oct 25 07:27:56 PDT 2017","Wed Oct 25 07:32:21 PDT 2017","Wed Nov 01 07:32:21 PDT 2017","Thu Oct 26 01:32:13 PDT 2017","","","265","100% (1316/1317)","100% (121/121)","0% (0/0)","990bc568e9ae83f76923d7433f4182d04f8562a5b147987810fc9318c0d3d3ac:33-34:18-20","org:subsidiaries","Time Warner","33","34","CNN","18","20","Even after becoming public , the company will still be majority owned and controlled by its parent company Time Warner Inc. , the media conglomerate which also owns Warner Bros. , HBO , CNN , and the Time Inc. magazine publisher .","1","0.8","42","org:subsidiaries","org:subsidiaries","also owns","{}","33","18","34","20","TIME WARNER","CNN"
"37NXA7GVSTI3HJCPDDFTPJI1U34VLU","399RPY0FF14SXH8H8D8I83F24IVKMM","Select ALL THE STATEMENTS between the TERMS in the SENTENCE","Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.","relation extraction, text annotation","$0.15","Wed Oct 25 05:10:57 PDT 2017","15","BatchId:2983764;OriginalHitTemplateId:;","600","604800","Wed Nov 01 05:10:57 PDT 2017","","","37TD41K0AILW97Y9W7MR0X4RD2PCST","A29VL3MZE7YPBZ","Approved","Wed Oct 25 10:47:13 PDT 2017","Wed Oct 25 10:48:16 PDT 2017","Wed Nov 01 10:48:16 PDT 2017","Thu Oct 26 01:32:13 PDT 2017","","","63","100% (487/487)","100% (109/109)","0% (0/0)","990bc568e9ae83f76923d7433f4182d04f8562a5b147987810fc9318c0d3d3ac:33-34:18-20","org:subsidiaries","Time Warner","33","34","CNN","18","20","Even after becoming public , the company will still be majority owned and controlled by its parent company Time Warner Inc. , the media conglomerate which also owns Warner Bros. , HBO , CNN , and the Time Inc. magazine publisher .","1","0.8","42","org:subsidiaries","org:subsidiaries","parent company","{}","33","18","34","20","TIME WARNER","CNN"
"37NXA7GVSTI3HJCPDDFTPJI1U34VLU","399RPY0FF14SXH8H8D8I83F24IVKMM","Select ALL THE STATEMENTS between the TERMS in the SENTENCE","Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.","relation extraction, text annotation","$0.15","Wed Oct 25 05:10:57 PDT 2017","15","BatchId:2983764;OriginalHitTemplateId:;","600","604800","Wed Nov 01 05:10:57 PDT 2017","","","3A9AA95ATXYEXU92PGVPRMT6Z2E5PJ","A03922113RU44GENR8ATX","Approved","Wed Oct 25 12:38:32 PDT 2017","Wed Oct 25 12:39:20 PDT 2017","Wed Nov 01 12:39:20 PDT 2017","Thu Oct 26 01:32:13 PDT 2017","","","48","100% (773/773)","100% (218/218)","0% (0/0)","990bc568e9ae83f76923d7433f4182d04f8562a5b147987810fc9318c0d3d3ac:33-34:18-20","org:subsidiaries","Time Warner","33","34","CNN","18","20","Even after becoming public , the company will still be majority owned and controlled by its parent company Time Warner Inc. , the media conglomerate which also owns Warner Bros. , HBO , CNN , and the Time Inc. magazine publisher .","1","0.8","42","none","none","{}","Time Warneris/was a subsidiary of CNN","33","18","34","20","TIME WARNER","CNN"
"37NXA7GVSTI3HJCPDDFTPJI1U34VLU","399RPY0FF14SXH8H8D8I83F24IVKMM","Select ALL THE STATEMENTS between the TERMS in the SENTENCE","Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.","relation extraction, text annotation","$0.15","Wed Oct 25 05:10:57 PDT 2017","15","BatchId:2983764;OriginalHitTemplateId:;","600","604800","Wed Nov 01 05:10:57 PDT 2017","","","3AAJC4I4FH4GIXQT1RXLJUEPQ1EJZZ","A18G2CLYSTENK","Approved","Wed Oct 25 11:28:18 PDT 2017","Wed Oct 25 11:28:49 PDT 2017","Wed Nov 01 11:28:49 PDT 2017","Thu Oct 26 01:32:14 PDT 2017","","","31","100% (652/652)","100% (246/246)","0% (0/0)","990bc568e9ae83f76923d7433f4182d04f8562a5b147987810fc9318c0d3d3ac:33-34:18-20","org:subsidiaries","Time Warner","33","34","CNN","18","20","Even after becoming public , the company will still be majority owned and controlled by its parent company Time Warner Inc. , the media conglomerate which also owns Warner Bros. , HBO , CNN , and the Time Inc. magazine publisher .","1","0.8","42","org:subsidiaries","org:subsidiaries","TIME WARNER owns CNN","{}","33","18","34","20","TIME WARNER","CNN"
"37NXA7GVSTI3HJCPDDFTPJI1U34VLU","399RPY0FF14SXH8H8D8I83F24IVKMM","Select ALL THE STATEMENTS between the TERMS in the SENTENCE","Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.","relation extraction, text annotation","$0.15","Wed Oct 25 05:10:57 PDT 2017","15","BatchId:2983764;OriginalHitTemplateId:;","600","604800","Wed Nov 01 05:10:57 PDT 2017","","","3AZHRG4CU5W8VYIEUCS6XOUEDYN03T","A3U6IA3JUSFZ2M","Approved","Wed Oct 25 13:35:39 PDT 2017","Wed Oct 25 13:36:06 PDT 2017","Wed Nov 01 13:36:06 PDT 2017","Thu Oct 26 01:32:14 PDT 2017","","","27","100% (228/228)","100% (169/169)","0% (0/0)","990bc568e9ae83f76923d7433f4182d04f8562a5b147987810fc9318c0d3d3ac:33-34:18-20","org:subsidiaries","Time Warner","33","34","CNN","18","20","Even after becoming public , the company will still be majority owned and controlled by its parent company Time Warner Inc. , the media conglomerate which also owns Warner Bros. , HBO , CNN , and the Time Inc. magazine publisher .","1","0.8","42","org:subsidiaries","org:subsidiaries","TIME WARNER owns CNN","{}","33","18","34","20","TIME WARNER","CNN"
"37NXA7GVSTI3HJCPDDFTPJI1U34VLU","399RPY0FF14SXH8H8D8I83F24IVKMM","Select ALL THE STATEMENTS between the TERMS in the SENTENCE","Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.","relation extraction, text annotation","$0.15","Wed Oct 25 05:10:57 PDT 2017","15","BatchId:2983764;OriginalHitTemplateId:;","600","604800","Wed Nov 01 05:10:57 PDT 2017","","","3GGAI1SQEWATBCL4CAQ5OO5LLC4CMC","A3SDFAOJW87FGP","Approved","Wed Oct 25 06:25:44 PDT 2017","Wed Oct 25 06:26:10 PDT 2017","Wed Nov 01 06:26:10 PDT 2017","Thu Oct 26 01:32:14 PDT 2017","","","26","100% (1602/1602)","100% (409/409)","0% (0/0)","990bc568e9ae83f76923d7433f4182d04f8562a5b147987810fc9318c0d3d3ac:33-34:18-20","org:subsidiaries","Time Warner","33","34","CNN","18","20","Even after becoming public , the company will still be majority owned and controlled by its parent company Time Warner Inc. , the media conglomerate which also owns Warner Bros. , HBO , CNN , and the Time Inc. magazine publisher .","1","0.8","42","org:subsidiaries","org:subsidiaries","the conglomerate which also owns","{}","33","18","34","20","TIME WARNER","CNN"
"37NXA7GVSTI3HJCPDDFTPJI1U34VLU","399RPY0FF14SXH8H8D8I83F24IVKMM","Select ALL THE STATEMENTS between the TERMS in the SENTENCE","Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.","relation extraction, text annotation","$0.15","Wed Oct 25 05:10:57 PDT 2017","15","BatchId:2983764;OriginalHitTemplateId:;","600","604800","Wed Nov 01 05:10:57 PDT 2017","","","3NXNZ5RS1B98SB7EWKEP3G7NK1379A","ABX5OQLR6UNBC","Approved","Wed Oct 25 05:30:27 PDT 2017","Wed Oct 25 05:30:54 PDT 2017","Wed Nov 01 05:30:54 PDT 2017","Wed Oct 25 05:47:18 PDT 2017","","","27","100% (787/787)","100% (456/456)","0% (0/0)","990bc568e9ae83f76923d7433f4182d04f8562a5b147987810fc9318c0d3d3ac:33-34:18-20","org:subsidiaries","Time Warner","33","34","CNN","18","20","Even after becoming public , the company will still be majority owned and controlled by its parent company Time Warner Inc. , the media conglomerate which also owns Warner Bros. , HBO , CNN , and the Time Inc. magazine publisher .","1","0.8","42","org:subsidiaries","org:subsidiaries","which also owns CNN","{}","33","18","34","20","TIME WARNER","CNN"
"37NXA7GVSTI3HJCPDDFTPJI1U34VLU","399RPY0FF14SXH8H8D8I83F24IVKMM","Select ALL THE STATEMENTS between the TERMS in the SENTENCE","Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.","relation extraction, text annotation","$0.15","Wed Oct 25 05:10:57 PDT 2017","15","BatchId:2983764;OriginalHitTemplateId:;","600","604800","Wed Nov 01 05:10:57 PDT 2017","","","3OSWBBLG1F9EAGQMQDNPJB31DG3DX0","A14WWG6NKBDWGP","Approved","Wed Oct 25 07:20:42 PDT 2017","Wed Oct 25 07:20:56 PDT 2017","Wed Nov 01 07:20:56 PDT 2017","Thu Oct 26 01:32:14 PDT 2017","","","14","100% (714/714)","100% (57/57)","0% (0/0)","990bc568e9ae83f76923d7433f4182d04f8562a5b147987810fc9318c0d3d3ac:33-34:18-20","org:subsidiaries","Time Warner","33","34","CNN","18","20","Even after becoming public , the company will still be majority owned and controlled by its parent company Time Warner Inc. , the media conglomerate which also owns Warner Bros. , HBO , CNN , and the Time Inc. magazine publisher .","1","0.8","42","org:subsidiaries","org:subsidiaries","also owns","{}","33","18","34","20","TIME WARNER","CNN"
